train_loss,train_acc,epoch,step,val_loss,val_acc
0.6860752701759338,0.5,0,0,,
2.8275089263916016,0.4000000059604645,0,1,,
0.7824696898460388,0.5,0,2,,
1.2026426792144775,0.5,0,3,,
1.52206552028656,0.4000000059604645,0,4,,
0.8306375741958618,0.5,0,5,,
0.8214758038520813,0.4000000059604645,0,6,,
0.6321389079093933,0.800000011920929,0,7,,
0.5770258903503418,0.699999988079071,0,8,,
1.0172542333602905,0.5,0,9,,
,,0,9,1.499047040939331,0.5
0.8538781404495239,0.4000000059604645,1,10,,
0.7967624068260193,0.5,1,11,,
0.6915320754051208,0.699999988079071,1,12,,
0.5826269388198853,0.6000000238418579,1,13,,
0.7519259452819824,0.6000000238418579,1,14,,
0.5910808444023132,0.699999988079071,1,15,,
0.5387699007987976,0.800000011920929,1,16,,
0.8096734285354614,0.6000000238418579,1,17,,
0.4508180618286133,0.8999999761581421,1,18,,
1.3099725246429443,0.3333333432674408,1,19,,
,,1,19,10.700504302978516,0.5
0.5557506680488586,0.800000011920929,2,20,,
0.507759690284729,0.800000011920929,2,21,,
0.4661395251750946,0.800000011920929,2,22,,
0.5042197108268738,0.800000011920929,2,23,,
0.7038732171058655,0.5,2,24,,
0.7031464576721191,0.6000000238418579,2,25,,
0.7416623830795288,0.6000000238418579,2,26,,
0.5913743376731873,0.699999988079071,2,27,,
0.7808566093444824,0.6000000238418579,2,28,,
0.6260861158370972,0.5,2,29,,
,,2,29,1.94681978225708,0.5
0.6891607642173767,0.5,3,30,,
0.5288673639297485,0.699999988079071,3,31,,
0.47106024622917175,0.800000011920929,3,32,,
0.6991700530052185,0.800000011920929,3,33,,
0.5169581770896912,0.699999988079071,3,34,,
0.5897098183631897,0.6000000238418579,3,35,,
0.6704549193382263,0.6000000238418579,3,36,,
1.121361255645752,0.5,3,37,,
0.7410313487052917,0.699999988079071,3,38,,
0.9092850685119629,0.5,3,39,,
,,3,39,0.7801235318183899,0.5
0.6305355429649353,0.699999988079071,4,40,,
0.5512568354606628,0.800000011920929,4,41,,
0.6840811967849731,0.5,4,42,,
0.6402434706687927,0.5,4,43,,
0.640119194984436,0.5,4,44,,
0.5521862506866455,0.699999988079071,4,45,,
0.7092212438583374,0.5,4,46,,
0.7615143060684204,0.4000000059604645,4,47,,
0.7134541273117065,0.6000000238418579,4,48,,
0.7184909582138062,0.3333333432674408,4,49,,
,,4,49,1.2434182167053223,0.5
0.46119236946105957,0.8999999761581421,5,50,,
0.5554237365722656,0.800000011920929,5,51,,
0.8611513376235962,0.5,5,52,,
0.6549685597419739,0.699999988079071,5,53,,
0.4425693154335022,0.8999999761581421,5,54,,
0.6924614310264587,0.5,5,55,,
0.663911759853363,0.800000011920929,5,56,,
0.6152380108833313,0.6000000238418579,5,57,,
0.7856401801109314,0.5,5,58,,
0.8976251482963562,0.3333333432674408,5,59,,
,,5,59,2.933720350265503,0.53125
0.644780695438385,0.5,6,60,,
0.49086275696754456,0.800000011920929,6,61,,
0.4271927773952484,0.8999999761581421,6,62,,
0.8380160331726074,0.30000001192092896,6,63,,
0.7367458343505859,0.5,6,64,,
0.6403003334999084,0.5,6,65,,
0.8529432415962219,0.6000000238418579,6,66,,
0.5704006552696228,0.699999988079071,6,67,,
0.8405284881591797,0.20000000298023224,6,68,,
0.49287447333335876,0.8333333134651184,6,69,,
,,6,69,0.7806652784347534,0.5
0.7967168688774109,0.5,7,70,,
0.6055827140808105,0.6000000238418579,7,71,,
0.5598861575126648,0.699999988079071,7,72,,
0.5313868522644043,0.699999988079071,7,73,,
0.61335289478302,0.5,7,74,,
0.5444797873497009,0.699999988079071,7,75,,
0.39802271127700806,0.800000011920929,7,76,,
0.3976173996925354,0.8999999761581421,7,77,,
0.7200126647949219,0.5,7,78,,
0.8431536555290222,0.3333333432674408,7,79,,
,,7,79,0.6581822037696838,0.5
0.8399772047996521,0.5,8,80,,
0.4446909427642822,0.699999988079071,8,81,,
0.8137025237083435,0.6000000238418579,8,82,,
0.5437368750572205,0.800000011920929,8,83,,
0.514938473701477,0.699999988079071,8,84,,
0.45557817816734314,0.8999999761581421,8,85,,
0.5408860445022583,0.800000011920929,8,86,,
0.6279080510139465,0.699999988079071,8,87,,
0.7285314202308655,0.5,8,88,,
0.4851115942001343,0.8333333134651184,8,89,,
,,8,89,0.6577982306480408,0.65625
0.5173494219779968,0.699999988079071,9,90,,
0.5221313834190369,0.6000000238418579,9,91,,
0.42053350806236267,0.800000011920929,9,92,,
0.7094987034797668,0.6000000238418579,9,93,,
0.5145273208618164,0.8999999761581421,9,94,,
0.3862459659576416,0.8999999761581421,9,95,,
0.961064338684082,0.5,9,96,,
0.39884233474731445,0.800000011920929,9,97,,
0.5811993479728699,0.6000000238418579,9,98,,
0.49991029500961304,0.6666666865348816,9,99,,
,,9,99,0.8351386189460754,0.4375
0.47161760926246643,0.800000011920929,10,100,,
0.757887065410614,0.5,10,101,,
0.8030266761779785,0.6000000238418579,10,102,,
0.46098390221595764,0.800000011920929,10,103,,
0.5717498064041138,0.699999988079071,10,104,,
0.6517564058303833,0.5,10,105,,
0.5087925791740417,0.800000011920929,10,106,,
0.33929115533828735,0.8999999761581421,10,107,,
0.6601946949958801,0.699999988079071,10,108,,
0.41899991035461426,1.0,10,109,,
,,10,109,2.6171374320983887,0.53125
0.7229480147361755,0.5,11,110,,
0.5605724453926086,0.800000011920929,11,111,,
0.436316579580307,0.800000011920929,11,112,,
0.40595299005508423,0.800000011920929,11,113,,
0.1926165670156479,1.0,11,114,,
0.631685733795166,0.699999988079071,11,115,,
0.5597426295280457,0.699999988079071,11,116,,
0.49611279368400574,0.699999988079071,11,117,,
0.8457000851631165,0.6000000238418579,11,118,,
0.7645193338394165,0.5,11,119,,
,,11,119,1.510864019393921,0.5625
0.8143138885498047,0.6000000238418579,12,120,,
0.4113105833530426,0.699999988079071,12,121,,
0.7640407681465149,0.5,12,122,,
0.5452665686607361,0.800000011920929,12,123,,
0.46232911944389343,0.8999999761581421,12,124,,
0.6069239377975464,0.699999988079071,12,125,,
0.48261046409606934,0.800000011920929,12,126,,
0.4247565269470215,0.8999999761581421,12,127,,
0.5999769568443298,0.800000011920929,12,128,,
0.6985721588134766,0.5,12,129,,
,,12,129,0.6774021983146667,0.625
0.619823694229126,0.699999988079071,13,130,,
0.5003469586372375,0.800000011920929,13,131,,
0.47584494948387146,0.699999988079071,13,132,,
0.42248374223709106,0.800000011920929,13,133,,
0.3519475758075714,0.800000011920929,13,134,,
0.4915229380130768,0.699999988079071,13,135,,
0.5102158784866333,0.800000011920929,13,136,,
0.5668957233428955,0.800000011920929,13,137,,
0.5606356263160706,0.699999988079071,13,138,,
0.5748635530471802,0.6666666865348816,13,139,,
,,13,139,0.7670276165008545,0.65625
0.40305113792419434,0.8999999761581421,14,140,,
0.6707131266593933,0.6000000238418579,14,141,,
0.5162692070007324,0.699999988079071,14,142,,
0.925057053565979,0.6000000238418579,14,143,,
1.0534738302230835,0.5,14,144,,
0.5833916068077087,0.6000000238418579,14,145,,
0.5068764090538025,0.699999988079071,14,146,,
0.44947320222854614,0.800000011920929,14,147,,
0.4796411991119385,0.8999999761581421,14,148,,
0.6998147368431091,0.6666666865348816,14,149,,
,,14,149,20.048919677734375,0.5
0.5937025547027588,0.6000000238418579,15,150,,
0.6901996731758118,0.6000000238418579,15,151,,
0.715188205242157,0.6000000238418579,15,152,,
0.48546361923217773,0.699999988079071,15,153,,
0.7931395769119263,0.6000000238418579,15,154,,
0.4951755106449127,0.699999988079071,15,155,,
0.40687352418899536,0.8999999761581421,15,156,,
0.8285496830940247,0.699999988079071,15,157,,
0.661077618598938,0.699999988079071,15,158,,
0.4244503378868103,0.8333333134651184,15,159,,
,,15,159,9.339776992797852,0.5
0.37371960282325745,0.8999999761581421,16,160,,
0.4273069500923157,0.699999988079071,16,161,,
0.5340391993522644,0.800000011920929,16,162,,
0.7201313376426697,0.5,16,163,,
0.5476188659667969,0.699999988079071,16,164,,
0.40987420082092285,0.800000011920929,16,165,,
0.5562931299209595,0.8999999761581421,16,166,,
0.8023160099983215,0.6000000238418579,16,167,,
0.8214672207832336,0.5,16,168,,
1.0147738456726074,0.6666666865348816,16,169,,
,,16,169,1.751172661781311,0.40625
0.6566801071166992,0.699999988079071,17,170,,
0.6687436103820801,0.6000000238418579,17,171,,
0.48028507828712463,0.800000011920929,17,172,,
0.7593385577201843,0.4000000059604645,17,173,,
0.426237016916275,0.800000011920929,17,174,,
0.5113436579704285,0.800000011920929,17,175,,
0.546963632106781,0.699999988079071,17,176,,
0.483904093503952,0.800000011920929,17,177,,
0.3995007574558258,0.800000011920929,17,178,,
0.4530622959136963,1.0,17,179,,
,,17,179,0.6606214642524719,0.625
0.6240604519844055,0.6000000238418579,18,180,,
0.6542193293571472,0.6000000238418579,18,181,,
0.6735942959785461,0.699999988079071,18,182,,
0.46146461367607117,0.8999999761581421,18,183,,
0.6240450143814087,0.6000000238418579,18,184,,
0.5510275959968567,0.6000000238418579,18,185,,
0.3322288990020752,0.8999999761581421,18,186,,
0.5175203084945679,0.699999988079071,18,187,,
0.847152054309845,0.6000000238418579,18,188,,
0.9006602764129639,0.3333333432674408,18,189,,
,,18,189,0.7874798774719238,0.46875
0.361668199300766,0.8999999761581421,19,190,,
0.33488407731056213,0.8999999761581421,19,191,,
0.600132405757904,0.800000011920929,19,192,,
0.6442317962646484,0.699999988079071,19,193,,
0.43632790446281433,0.800000011920929,19,194,,
0.3954591155052185,0.8999999761581421,19,195,,
0.6066591739654541,0.800000011920929,19,196,,
0.44541722536087036,0.699999988079071,19,197,,
0.6242009997367859,0.699999988079071,19,198,,
0.5233439207077026,0.8333333134651184,19,199,,
,,19,199,0.8385441303253174,0.5625
0.3967382609844208,0.8999999761581421,20,200,,
0.7895077466964722,0.6000000238418579,20,201,,
0.2656744420528412,1.0,20,202,,
0.5221967101097107,0.699999988079071,20,203,,
0.7896195650100708,0.5,20,204,,
0.615730881690979,0.6000000238418579,20,205,,
0.5461074113845825,0.800000011920929,20,206,,
0.3465251326560974,0.8999999761581421,20,207,,
0.5421995520591736,0.699999988079071,20,208,,
0.4080886244773865,0.8333333134651184,20,209,,
,,20,209,0.7185381054878235,0.46875
0.49202868342399597,0.6000000238418579,21,210,,
0.6019512414932251,0.800000011920929,21,211,,
0.2912205159664154,0.8999999761581421,21,212,,
0.49502214789390564,0.800000011920929,21,213,,
0.8271153569221497,0.6000000238418579,21,214,,
0.969294011592865,0.5,21,215,,
0.668890655040741,0.6000000238418579,21,216,,
0.3590216338634491,0.8999999761581421,21,217,,
0.5025583505630493,0.6000000238418579,21,218,,
0.5972158312797546,0.8333333134651184,21,219,,
,,21,219,0.910139262676239,0.5
0.28721410036087036,0.8999999761581421,22,220,,
0.5839809775352478,0.5,22,221,,
0.5946448445320129,0.6000000238418579,22,222,,
0.6690062880516052,0.699999988079071,22,223,,
0.41833311319351196,0.800000011920929,22,224,,
0.5572853088378906,0.800000011920929,22,225,,
0.5384471416473389,0.699999988079071,22,226,,
0.4635903537273407,0.8999999761581421,22,227,,
0.8287442326545715,0.6000000238418579,22,228,,
0.42615580558776855,0.8333333134651184,22,229,,
,,22,229,0.7745310664176941,0.46875
0.3677314817905426,0.800000011920929,23,230,,
0.7345260977745056,0.6000000238418579,23,231,,
0.48426708579063416,0.800000011920929,23,232,,
0.4776071608066559,0.800000011920929,23,233,,
0.6130029559135437,0.6000000238418579,23,234,,
0.4361518919467926,0.699999988079071,23,235,,
0.3417538106441498,0.8999999761581421,23,236,,
0.39217278361320496,0.800000011920929,23,237,,
0.3622434437274933,0.8999999761581421,23,238,,
0.743994414806366,0.6666666865348816,23,239,,
,,23,239,0.8982132077217102,0.5
0.5191291570663452,0.6000000238418579,24,240,,
0.36238595843315125,0.8999999761581421,24,241,,
0.6064850091934204,0.800000011920929,24,242,,
0.33780184388160706,0.8999999761581421,24,243,,
0.4740464687347412,0.699999988079071,24,244,,
0.49174627661705017,0.800000011920929,24,245,,
0.29715198278427124,0.8999999761581421,24,246,,
